snp,maf,r2
0,0.2342814371257485,0.996556891400568
9,0.054890219560878244,0.783227427893316
11,0.000499001996007984,6.815543511075229e-07
16,0.27844311377245506,0.9999780779154502
21,0.1664171656686627,0.995883683933468
30,0.000249500998003992,0.0
33,0.004491017964071856,0.9768605492313658
37,0.2055888223552894,0.997355844241119
39,0.000499001996007984,0.0
41,0.19860279441117765,0.9826090043791741
43,0.00124750499001996,0.9999999409876601
47,0.1724051896207585,0.9999740083615007
48,0.000499001996007984,0.0
50,0.280439121756487,0.9973522050028012
60,0.25673652694610777,0.984676293854792
63,0.000499001996007984,0.0
66,0.26347305389221554,0.9991479648538146
71,0.001996007984031936,0.0
82,0.000249500998003992,0.0
83,0.000499001996007984,0.0
84,0.003243512974051896,0.9819201264155983
96,0.003992015968063872,0.03199238605153491
102,0.2719560878243513,0.9987248861924057
111,0.00998003992015968,0.1343411136568805
112,0.0027445109780439123,0.0
119,0.45933133732534925,0.9814202249899434
120,0.14870259481037923,0.9871492323080495
122,0.000249500998003992,0.0
124,0.45059880239520955,0.9873570719176507
133,0.34830339321357284,0.9907524935153503
135,0.14845309381237526,0.9977080639521394
139,0.11726546906187625,0.9995609970631073
140,0.11726546906187625,0.9995609974806631
149,0.000998003992015968,0.7428723184873027
152,0.14520958083832336,0.9878696482460229
157,0.16392215568862276,0.9881550007990579
158,0.008483033932135729,0.14436468579760114
161,0.005988023952095809,0.429326725997545
163,0.11077844311377245,0.9750886087940156
164,0.000249500998003992,9.049151158831568e-05
168,0.17140718562874252,0.9999564848589719
169,0.006736526946107785,0.056593066735264146
174,0.46132734530938124,0.9903341966254244
175,0.005988023952095809,0.04113454851546082
176,0.17115768463073852,0.9754908632563601
181,0.16841317365269462,0.9999995971216401
182,0.11452095808383234,0.9825861042250977
188,0.4510978043912176,0.983821084364619
191,0.00124750499001996,0.0
193,0.13697604790419163,0.9954008238214244
195,0.12150698602794412,0.9842188239039702
197,0.17165668662674652,0.9751901000345476
200,0.11676646706586827,0.990921081001384
202,0.014221556886227544,0.9999996731347528
204,0.1936127744510978,0.9599573233751442
207,0.0007485029940119761,0.12324573239195745
214,0.000499001996007984,0.0
215,0.2662175648702595,0.12608319388455339
219,0.0007485029940119761,0.0
223,0.000249500998003992,0.0
224,0.21082834331337325,0.9451508543425838
226,0.000249500998003992,0.0
235,0.2025948103792415,0.9999999255414747
237,0.000499001996007984,0.0
239,0.47430139720558884,0.965641276382999
242,0.19011976047904192,0.9591753658185408
244,0.24700598802395213,0.9977260811232589
248,0.000249500998003992,0.0
250,0.07634730538922156,0.9729287543309255
251,0.000249500998003992,0.0
252,0.0531437125748503,0.9994730496877001
255,0.00249500998003992,0.0
258,0.3018962075848304,0.999997130163929
260,0.20409181636726548,0.9842332311272667
270,0.05289421157684631,0.9999999984210957
276,0.000249500998003992,0.0
279,0.0014970059880239522,1.3133110411650208e-05
280,0.2584830339321357,0.9375094986671446
285,0.08857285429141716,0.9999848586855509
287,0.06511976047904192,0.9773552760239037
294,0.000249500998003992,0.0
295,0.000249500998003992,0.0
296,0.001746506986027944,0.0
297,0.001746506986027944,0.1898649195421087
300,0.000499001996007984,0.0
301,0.2969061876247505,0.004325023766058815
302,0.000249500998003992,0.0
305,0.000998003992015968,0.0
306,0.000499001996007984,0.0
309,0.000249500998003992,0.0
318,0.000499001996007984,0.0
330,0.2250499001996008,0.9785807634652286
332,0.20484031936127745,0.9888462525552453
336,0.020958083832335328,0.49085050157700494
340,0.000499001996007984,0.0
342,0.08408183632734531,0.9515783234553811
343,0.06387225548902195,0.998712470813426
347,0.005738522954091816,0.6791521218786389
356,0.0014970059880239522,0.0
357,0.000249500998003992,0.0
358,0.3083832335329342,0.9999949726182361
362,0.000499001996007984,0.0
364,0.000249500998003992,0.0
374,0.03318363273453094,0.7335995455238609
377,0.001996007984031936,0.9999999821541562
379,0.001996007984031936,0.1896189962247178
380,0.10029940119760479,0.9078845174324647
383,0.002245508982035928,0.15338045655739707
384,0.00124750499001996,0.0
387,0.2090818363273453,0.9999998069494258
392,0.04915169660678643,0.9999121361840534
393,0.24700598802395213,0.9999999790824173
398,0.048652694610778445,0.9999999918239446
399,0.0007485029940119761,0.0
408,0.30988023952095806,0.9877765639355658
409,0.3380738522954092,0.9139991951983965
412,0.3924650698602794,0.9989351210293913
416,0.09605788423153692,0.9999713518003557
422,0.3061377245508982,0.9946420609344978
423,0.07060878243512975,0.9494223167244339
425,0.09481037924151696,0.9564790231103412
436,0.000499001996007984,0.0
441,0.3051397205588822,0.9876786763734966
447,0.015469061876247504,0.8420742164752583
449,0.2118263473053892,0.857644247973109
450,0.061377245508982034,0.5889075230499108
453,0.0054890219560878245,0.49799025246326273
455,0.000998003992015968,0.0
459,0.000249500998003992,0.0
460,0.001996007984031936,4.01964350581786e-06
462,0.0007485029940119761,0.0
463,0.000249500998003992,0.0
465,0.0027445109780439123,0.99999998478524
475,0.26172654690618763,0.9899516816332677
476,0.0007485029940119761,0.0
477,0.3156187624750499,0.9692795426327039
479,0.2647205588822355,0.9973423148702183
480,0.000249500998003992,0.0
481,0.000249500998003992,0.0
484,0.2801896207584831,0.9240553525323961
490,0.3143712574850299,0.9999978365822412
496,0.000249500998003992,0.0
497,0.0014970059880239522,0.0
498,0.25823353293413176,0.994589682187739
511,0.3532934131736527,0.9988230460894577
512,0.2654690618762475,0.9999997204082662
513,0.11177644710578842,0.637650584073498
517,0.00124750499001996,0.0
523,0.280189620758483,0.9999999953591925
524,0.27969061876247503,0.9984913606311454
528,0.26322355289421157,0.999999598089973
535,0.0007485029940119761,0.0
537,0.000249500998003992,4.4248077014118065e-06
538,0.002245508982035928,0.0
541,0.281187624750499,0.999999999987464
546,0.038672654690618764,0.9997941393970236
556,0.027694610778443114,0.6021763420732841
558,0.000249500998003992,0.0
561,0.006736526946107785,0.9999967697000617
564,0.36601796407185627,0.6838055426234609
566,0.000499001996007984,0.0
571,0.20209580838323354,0.9439833182849416
572,0.000249500998003992,0.0
576,0.4555888223552894,0.9602401545638378
580,0.14271457085828343,0.9711856183631777
585,0.2647205588822355,0.9999998540663881
588,0.03842315369261477,0.9998370496907979
592,0.09580838323353294,0.9377313124128528
601,0.003992015968063872,5.579900945910207e-06
604,0.35429141716566864,0.9696503782153119
606,0.4433632734530938,0.9897798465883347
607,0.001996007984031936,0.0
612,0.0007485029940119761,0.0
613,0.029191616766467067,0.9993617581247908
615,0.344311377245509,0.9999995227812054
618,0.07260479041916168,0.9028303574436354
619,0.4216566866267465,0.9845258589037673
620,0.0029940119760479044,0.7040594325184626
621,0.4316367265469062,0.991679078306939
631,0.002245508982035928,0.060628878966883806
632,0.0007485029940119761,0.9999999754278034
641,0.20059880239520958,0.9545532484349935
646,0.07410179640718563,0.9698937899542561
649,0.3804890219560878,0.9958392233535399
657,0.000249500998003992,0.0
658,0.0007485029940119761,0.0
659,0.1694111776447106,0.9808766683413471
660,0.000249500998003992,0.0
662,0.001996007984031936,0.3224357015616896
665,0.003992015968063872,0.16496925109086463
672,0.001996007984031936,0.0
679,0.0007485029940119761,0.0
680,0.000249500998003992,0.0
684,0.002245508982035928,0.0
685,0.008233532934131737,0.5242388521475364
686,0.002245508982035928,0.6622500349971325
688,0.004491017964071856,0.48239439840970993
692,0.02220558882235529,0.6294619933684108
696,0.030439121756487025,0.8283698078714961
700,0.011726546906187624,0.9997659850851306
702,0.11926147704590818,0.8505628005378891
703,0.000499001996007984,0.0
710,0.000249500998003992,0.0
711,0.06087824351297405,0.9999999949629987
713,0.03218562874251497,0.3635386172461098
718,0.4216566866267465,0.9999819128626984
724,0.0968063872255489,0.8737000269002758
730,0.16042914171656686,0.8893701809617873
732,0.000249500998003992,0.0
745,0.4865269461077844,0.9756187926578218
759,0.0037425149700598802,0.6641476728522159
761,0.000249500998003992,0.00019625994282954431
762,0.4922654690618763,0.9385167375799657
764,0.003992015968063872,0.748489421291339
