snp,maf,r2
1,0.001996007984031936,0.0
8,0.000998003992015968,0.0
14,0.14570858283433133,0.9359699178363956
16,0.27844311377245506,0.9999367728242359
17,0.009231536926147704,0.71141633460988
18,0.000249500998003992,0.0
19,0.17090818363273452,0.9828756304347239
21,0.1664171656686627,0.9899180843243486
22,0.00124750499001996,0.0
23,0.1591816367265469,0.9960809356467243
25,0.00124750499001996,4.126904562028992e-06
28,0.00998003992015968,0.08461063617172443
29,0.004740518962075849,0.0
32,0.000998003992015968,0.0
33,0.004491017964071856,0.9997776599152288
36,0.000249500998003992,0.0
38,0.000249500998003992,0.0
41,0.19860279441117765,0.9420199830800174
42,0.00124750499001996,0.12325002489456269
43,0.00124750499001996,0.12325003109629869
44,0.000499001996007984,0.0
45,0.1724051896207585,0.9999999975101383
49,0.003243512974051896,0.12324247094281252
53,0.47380239520958084,0.9614727393196908
60,0.25673652694610777,0.984857530989275
61,0.007734530938123752,0.23238804811287522
64,0.2370259481037924,0.9173608013025135
65,0.17140718562874252,0.9999999789209767
68,0.000499001996007984,0.0
73,0.000499001996007984,0.0
75,0.47280439121756485,0.9811821454605041
76,0.07235528942115768,0.9722462503785924
77,0.4930139720558882,0.9954686981130202
79,0.0007485029940119761,0.0
80,0.0042415169660678645,0.03823126377996344
81,0.1936127744510978,0.9999999778150858
82,0.000249500998003992,0.0
83,0.000499001996007984,0.0
92,0.19461077844311378,0.9999999988687147
94,0.23028942115768464,0.9603925881260839
96,0.003992015968063872,0.028817551315013783
97,0.000249500998003992,0.0
100,0.07410179640718563,0.9966010150042123
103,0.010728542914171657,0.11010475481232052
104,0.010479041916167664,0.08518154762752037
106,0.000499001996007984,0.0
107,0.009481037924151697,0.8330657637564075
112,0.0027445109780439123,0.0
113,0.10454091816367266,0.8690945697486706
114,0.07360279441117765,0.9715742864188899
115,0.00124750499001996,0.0043963369780782025
120,0.14870259481037923,0.9999952805847154
121,0.000499001996007984,0.0
122,0.000249500998003992,0.0
123,0.000998003992015968,2.034087538395164e-05
125,0.11926147704590818,0.9999415448235733
126,0.4792914171656687,0.9999893510256189
127,0.009481037924151697,0.42265454075798586
130,0.2574850299401198,0.9945789569128755
131,0.000249500998003992,0.0
132,0.34780439121756485,0.997109415655849
133,0.34830339321357284,0.9898619941567033
135,0.14845309381237526,0.9998666256114827
139,0.11726546906187625,0.9999973755871346
143,0.31636726546906185,0.998856957199594
144,0.13647704590818363,0.984831786110811
152,0.14520958083832336,0.9745149814291698
153,0.00124750499001996,0.0
154,0.1813872255489022,0.9819399060237741
155,0.00124750499001996,0.014313181513967436
157,0.16392215568862276,0.9971593449234606
161,0.005988023952095809,0.09415191715728156
