snp,maf,r2
0,0.2342814371257485,0.8479940896559293
1,0.001996007984031936,0.0
3,0.000249500998003992,0.0
4,0.14296407185628743,0.7570343163887926
5,0.23602794411177644,0.8473485418319373
6,0.2687125748502994,0.8910980590686752
7,0.000249500998003992,0.0
9,0.054890219560878244,0.7048444813280691
10,0.0007485029940119761,0.0
11,0.000499001996007984,0.010226720846515493
13,0.000499001996007984,0.0
14,0.14570858283433133,0.9321020897968617
15,0.281437125748503,0.8718874862027999
16,0.27844311377245506,0.872195978368564
18,0.000249500998003992,0.0
19,0.17090818363273452,0.7507915412688504
20,0.004491017964071856,5.903265083038905e-05
21,0.1664171656686627,0.9611325136981098
22,0.00124750499001996,0.0
23,0.1591816367265469,0.9565120559503646
24,0.16067864271457086,0.9558330167906256
25,0.00124750499001996,4.737731585847903e-05
26,0.19810379241516965,0.974891940273254
30,0.000249500998003992,0.0
31,0.000249500998003992,0.0
32,0.000998003992015968,0.0
33,0.004491017964071856,0.011455301184843229
34,0.27445109780439125,0.9476602911204562
36,0.000249500998003992,0.0
38,0.000249500998003992,0.0
39,0.000499001996007984,0.0
40,0.00249500998003992,0.011765397531139985
41,0.19860279441117765,0.829539050009
42,0.00124750499001996,0.12323050582534663
43,0.00124750499001996,0.12323057153169727
44,0.000499001996007984,0.0
46,0.0014970059880239522,0.0
47,0.1724051896207585,0.9999999045908035
48,0.000499001996007984,0.0
49,0.003243512974051896,0.12326431533282756
50,0.280439121756487,0.9556326849711213
51,0.000998003992015968,0.0
53,0.47380239520958084,0.9108042379422718
55,0.001996007984031936,0.9911048921875235
56,0.16741516966067865,0.8573515193633292
57,0.00124750499001996,0.37264590808253695
58,0.2624750499001996,0.9744786701677144
59,0.08258483033932136,0.9370513873714953
60,0.25673652694610777,0.9567326552948123
61,0.007734530938123752,0.05090502074077378
62,0.000499001996007984,0.0
63,0.000499001996007984,0.0
64,0.2370259481037924,0.8285401495630144
65,0.17140718562874252,0.9999967393375587
66,0.26347305389221554,0.9458078044066741
68,0.000499001996007984,0.0
70,0.15843313373253493,0.7538357944630665
71,0.001996007984031936,0.0
72,0.000998003992015968,0.0
73,0.000499001996007984,0.0
74,0.2926646706586826,0.9265246146522336
77,0.4930139720558882,0.9999195780346255
79,0.0007485029940119761,0.0
80,0.0042415169660678645,0.027910098142312108
81,0.1936127744510978,0.8524404950697683
82,0.000249500998003992,0.0
83,0.000499001996007984,0.0
84,0.003243512974051896,0.012199585734042756
87,0.07285429141716566,0.9761158085803392
88,0.19486027944111775,0.8511210566502838
90,0.2407684630738523,0.9823572085008979
92,0.19461077844311378,0.851975163549732
93,0.24201596806387227,0.9931126320338584
94,0.23028942115768464,0.8530586460840894
95,0.2307884231536926,0.8782384382773757
96,0.003992015968063872,0.025486489541888917
97,0.000249500998003992,0.0
100,0.07410179640718563,0.976098980451199
102,0.2719560878243513,0.936938645382633
103,0.010728542914171657,0.08074548294254703
104,0.010479041916167664,0.9992600710549566
105,0.00124750499001996,0.0
106,0.000499001996007984,0.0
108,0.17090818363273452,0.9479542914873011
111,0.00998003992015968,0.05296348768795754
112,0.0027445109780439123,0.0
113,0.10454091816367266,0.8845724167604617
114,0.07360279441117765,0.9329234691618359
115,0.00124750499001996,0.0006132538039505287
116,0.17739520958083832,0.9894032342651691
117,0.001996007984031936,0.33969965864671003
