snp,maf,r2
5,0.23602794411177644,0.9989132990198777
14,0.14570858283433133,0.926882073414776
19,0.17090818363273452,0.9695898621544365
20,0.004491017964071856,1.4057374614239114e-05
22,0.00124750499001996,0.0
24,0.16067864271457086,0.9999999695127173
27,0.000998003992015968,0.0
30,0.000249500998003992,0.0
41,0.19860279441117765,0.9500506808735704
43,0.00124750499001996,0.9999996187825856
46,0.0014970059880239522,0.0
48,0.000499001996007984,0.0
54,0.000998003992015968,0.9997533521198667
55,0.001996007984031936,0.9877704152614014
61,0.007734530938123752,0.23479508910993174
63,0.000499001996007984,0.0
64,0.2370259481037924,0.9116052775833705
66,0.26347305389221554,0.9996419853036858
69,0.001996007984031936,0.028879828974461303
70,0.15843313373253493,0.9537040784455816
75,0.47280439121756485,0.9841229426951899
76,0.07235528942115768,0.9722485921155173
87,0.07285429141716566,0.995384130204808
88,0.19486027944111775,0.9999931038362478
90,0.2407684630738523,0.9898578802855955
94,0.23028942115768464,0.960386347604515
98,0.4877744510978044,0.9962270455818086
104,0.010479041916167664,0.9985934601419262
118,0.16666666666666666,0.99997467682448
119,0.45933133732534925,0.9862219201390033
121,0.000499001996007984,0.0
126,0.4792914171656687,0.9999844957256705
127,0.009481037924151697,0.24415514728246104
131,0.000249500998003992,0.0
133,0.34830339321357284,0.9913668119951982
135,0.14845309381237526,0.9999807718234399
139,0.11726546906187625,0.9991556857765027
143,0.31636726546906185,0.9908281521356104
144,0.13647704590818363,0.9567062942375514
149,0.000998003992015968,0.8473529852212541
150,0.4660678642714571,0.9716861989737133
152,0.14520958083832336,0.9878408473740603
154,0.1813872255489022,0.9817472765170234
157,0.16392215568862276,0.9943129353268771
168,0.17140718562874252,0.9696903904682048
169,0.006736526946107785,0.0989645710919983
176,0.17115768463073852,0.9437907356226827
178,0.001996007984031936,0.025026403718499315
179,0.3690119760479042,0.9895406995256879
183,0.36427145708582837,0.9922293552296481
194,0.000249500998003992,0.0
204,0.1936127744510978,0.9621920273058236
207,0.0007485029940119761,0.7095018908915792
208,0.000499001996007984,0.0
209,0.0014970059880239522,0.9996462185852908
212,0.000998003992015968,0.6651414424154617
220,0.47105788423153694,0.7770035739249288
221,0.0007485029940119761,0.0
223,0.000249500998003992,0.0
225,0.053393213572854294,0.7991973581923958
231,0.000499001996007984,0.0
233,0.000499001996007984,0.0
234,0.015718562874251496,0.8086554989434193
236,0.014221556886227544,0.4762260354914255
238,0.000249500998003992,0.0
239,0.47430139720558884,0.9540679310237792
244,0.24700598802395213,0.9891961711043349
254,0.30164670658682635,0.9999999992255524
260,0.20409181636726548,0.9918443738550309
267,0.24725548902195604,0.9999987845996081
271,0.0007485029940119761,0.0
272,0.000249500998003992,0.0
273,0.21332335329341318,0.979511814035214
278,0.000249500998003992,0.0
279,0.0014970059880239522,0.004150241872987869
281,0.00124750499001996,0.002251908198627426
286,0.000249500998003992,0.0
287,0.06511976047904192,0.937158352623615
289,0.3078842315369261,0.9586021230864625
291,0.04965069860279441,0.999999998164218
292,0.312874251497006,0.9963384433116231
293,0.20184630738522955,0.9776849044998005
296,0.001746506986027944,0.0
301,0.2969061876247505,0.01791688317209038
311,0.006736526946107785,0.9999998388344586
320,0.04915169660678643,0.9999999998517439
324,0.218562874251497,0.9526653023465554
325,0.000499001996007984,1.2146065501518675e-05
329,0.3046407185628742,0.9915033926420981
330,0.2250499001996008,0.9326147834169751
331,0.015968063872255488,0.8312547592767422
332,0.20484031936127745,0.988811709699889
341,0.02619760479041916,0.6973973813182237
342,0.08408183632734531,0.947555906402859
